E6A55_16910,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16915,"apaG",Dispensable
E6A55_16920,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16925,"gph",Dispensable
E6A55_16930,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16935,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16940,"trpD",Dispensable
E6A55_16945,"trpC",Dispensable
E6A55_16950,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16955,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16960,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16965,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16970,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16975,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16980,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16985,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16990,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_16995,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17000,"ychF",Dispensable
E6A55_17005,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17010,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17015,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17020,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17025,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17030,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17035,"prfA",Dispensable
E6A55_17040,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17045,"prmC",Dispensable
E6A55_17050,"grxD",Dispensable
E6A55_17055,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17060,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17065,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17070,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17075,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17080,"dapB",Dispensable
E6A55_17085,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17090,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17095,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17100,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17105,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17110,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17115,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17120,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17125,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17130,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17135,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17140,"incomplete; partial on complete genome; missingN-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_17145,"ettA",Dispensable
E6A55_17150,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17155,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17160,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17165,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17170,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17175,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17180,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17185,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17190,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17195,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17200,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17205,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17210,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17215,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17220,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17225,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17230,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17235,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17240,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17245,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17250,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17255,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17260,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17265,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17270,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17275,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17280,"catalyzes the hydrolysis of a monocarboxylic acidamid to form a monocarboxylate and ammonia; Derived byautomated computational analysis using gene predictionmethod: Protein Homology.",Dispensable
E6A55_17285,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17290,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17295,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17300,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17305,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_17310,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
